name,sex,daysold,height,waist,leg,weight_age1,measure,result,debut,graded_winner,win1,win2,win3
スマイルシャワー,0,415,146.5,165,19.5,377,576,452,426,0,,,
カーフライターク,1,446,145,164.5,19.7,385,576,456,425,0,,,
ジネストラ,0,468,153.5,168,19.7,391,577,430,425,0,,,
ベイサイドブルー,1,505,155.5,176,21.9,483,533,532,425,0,,,
トゥザクラウン,1,559,156,181,21.3,534,495,516,425,0,,,
クラシックリディア,0,541,154,176.5,19.4,449,494,432,425,0,,,
アスティル,0,499,150.5,174,19.3,412,495,422,425,0,,,
レイジングハート,0,526,152.5,173,19,406,494,436,425,0,,,
リカビトス,0,472,151,169.5,18.6,379,495,416,425,0,,,
ディライトクライ,1,528,154,180,20.5,506,473,488,425,0,,,
ステイオンザトップ,1,557,155,175.5,20.9,467,474,468,425,0,,,
トレデマンド,0,496,155.5,172.5,19.9,413,577,462,424,0,,,
グランデモナルカ,1,467,150.5,167.5,20,381,577,450,424,0,,,
ハイアーレルム,0,498,160,180,19.7,464,494,480,424,0,,,
ヴィルデローゼ,0,545,154,178,19.2,466,495,474,424,0,,,
インハーフェイバー,0,561,164,182.5,20.3,518,474,506,424,0,,,
フラウティスタ,0,498,150.5,176,18.7,430,474,420,424,0,,,
シャーマンズケイブ,1,425,156,172.5,20.5,419,576,506,423,0,,,
ピュアスマイル,0,581,154,178,18.9,438,494,420,423,0,,,
ザブライド,0,570,151.5,174,19.2,453,494,476,423,0,,,
ヴィスマール,1,518,151,172.5,20.1,436,494,450,423,0,,,
レディエンフェイス,0,502,159.5,179.5,21.4,471,494,534,423,0,,,
ウィンターガーデン,0,497,154,177,19.5,434,494,466,423,0,,,
ポートフィリップ,1,565,156,175,19.8,454,473,468,423,0,,,
ソリッドグロウ,0,424,148,170.5,18.8,401,576,438,422,0,,,
ルフトクス,0,538,157,177,20.4,454,494,454,422,0,,,
エルサフィーロ,1,511,148,168,20.2,409,494,442,422,0,,,
エイムアンドエンド,1,551,155,173,20.9,444,494,486,422,0,,,
プライマルフェア,1,469,158.5,172.5,21.5,437,577,520,422,0,,,
バルコラベーロ,1,426,149,160.5,20.2,373,577,482,422,0,,,
ソニックライン,1,462,154,175,20.9,439,576,488,421,0,,,
イコノスタシス,0,497,158,176,19.4,434,576,462,421,0,,,
キャプテンシー,1,452,148,170.5,20.4,392,576,458,421,0,,,
リリレフア,0,574,158,174.5,19.4,437,494,448,421,0,,,
エスコビージャ,1,562,157,176,21,456,494,474,421,0,,,
ハーメティキスト,1,538,154.5,169.5,20.2,438,494,452,421,0,,,
ティレニア,0,520,153,170,20.2,420,494,428,421,0,,,
ウィッシュツリー,0,487,156,169.5,20.3,414,495,438,421,0,,,
イマージョン,1,484,150.5,168.5,20.2,423,495,508,421,0,,,
ダンケルド,1,469,150,177,20.9,443,577,502,420,0,,,
ディアナザール,1,460,149,167,20,392,577,478,420,0,,,
カラマティアノス,1,464,151,165.5,20.3,389,577,458,420,0,,,
プロクレイア,0,500,154.5,175.5,18.9,436,577,456,420,0,,,
ファイアンクランツ,1,432,153,166,20.3,373,577,442,420,0,,,
ピエスダルジャン,1,528,151,168,18.8,407,533,444,420,0,,,
アンドローゼス,0,496,158,171.5,20,418,533,444,420,0,,,
アルハイルフォート,1,423,152.5,167,20,420,577,478,419,0,,,
ミクロフィラム,0,466,151,170.5,18.5,383,533,436,419,0,,,
フォンデネージュ,0,538,157,184,20.8,480,534,510,419,0,,,
ユークレース,0,441,152,170.5,19.3,412,576,454,418,0,,,
カイルアコナ,0,475,148.5,169,19.5,393,576,430,418,0,,,
エイリアス,1,413,150,168.5,19.5,398,576,466,418,0,,,
ポルトヴェッキオ,0,503,153.5,174,19.3,414,577,452,418,0,,,
レベンディス,1,469,156,173.5,20.2,431,533,492,418,0,,,
フロイデンベルク,0,519,155,178,21,493,533,528,418,0,,,
アルドゥエンナ,0,563,152,177,19,414,494,442,418,0,,,
レイリオン,0,585,152,182,19.2,422,494,428,418,0,,,
フィップル,0,588,156,177,20.2,473,495,462,418,0,,,
ネオフレグランス,0,510,152,170,19.4,389,495,412,418,0,,,
アルーアキャロル,1,554,161,181.5,20.6,461,473,504,418,0,,,
ゼアブラヴ,1,558,154,179.5,20,483,474,486,418,0,,,
グランメテオール,1,441,150.5,166,20,399,577,474,417,0,,,
ブリジャール,1,526,157,175,20.4,442,533,494,417,0,,,
パルタージュ,0,533,155.5,175.5,18.5,429,494,452,417,0,,,
フォースクエア,1,495,150,171.5,20.3,430,494,476,417,0,,,
ブルビネラ,0,533,162,180,19.6,500,474,536,417,0,,,
レヴァンジル,1,506,152,172.5,20.3,416,576,470,416,0,,,
オクタヴィアン,1,497,152.5,173.5,20.5,449,534,474,416,0,,,
アンスリウム,0,581,156,182,19.8,468,494,484,416,0,,,
セルース,0,568,156,175,19.2,410,494,424,416,0,,,
エルサビオ,1,511,153,170.5,20.2,443,494,482,416,0,,,
ライレローズ,0,485,152,172.5,19.6,404,494,436,416,0,,,
スターストラック,1,451,156,170,20,411,577,486,416,0,,,
ヴォルゴグラード,1,453,151,173.5,21.2,419,576,500,415,0,,,
ジェモロジー,0,486,160,180.5,20.7,463,576,486,415,0,,,
プルサティーラ,0,469,154.5,174.5,19.5,401,576,422,415,0,,,
フロスティグレイ,1,461,150,165.5,20.5,414,533,476,415,0,,,
ヴェラベレッツァ,0,548,158.5,180.5,19.9,467,494,466,415,0,,,
ヴァイトブリック,1,509,155,176,20.9,463,494,486,415,0,,,
クランプダンス,0,498,153,173.5,20.1,435,494,454,415,0,,,
フェルミスフィア,0,480,150.5,172.5,19.6,420,494,430,415,0,,,
ジーナスイート,0,564,153.5,176,18.6,441,473,428,415,0,,,
エイプリルミスト,0,493,153,171.5,19.7,396,577,428,415,0,,,
ピュールフォルス,1,535,153.5,171,19.9,430,494,472,415,0,,,
スワッグチェーン,1,444,158,173,21.5,457,576,504,414,0,,,
リリエンフェルト,0,461,154,170,18.9,431,576,446,414,0,,,
ダルエスサラーム,0,477,156,174.5,20.7,420,576,442,414,0,,,
シエロエスティーボ,1,443,147.5,171,20,404,533,492,414,0,,,
テンダールック,0,576,154,170.5,19.6,413,495,450,414,0,,,
ヴァイスクレー,0,557,150.5,173.5,19.2,441,495,426,414,0,,,
モンドヌーヴォー,1,548,160,182,20.4,439,494,454,414,0,,,
ライトヴェロシティ,1,525,154,180.5,21,466,494,484,414,0,,,
カラレイア,0,565,151,175.5,19,443,473,450,414,0,,,
アセレラシオン,1,479,160,176.5,22,462,576,524,413,0,,,
フルハートビート,1,488,153,168.5,18.4,430,576,494,413,0,,,
アレグロブリランテ,1,439,150,168.5,20,376,576,448,413,0,,,
シアブリス,0,473,150,172,20,419,533,426,413,0,,,
アルマドラード,1,566,156,180.5,21.7,491,495,500,413,0,,,
ジルジェンティ,0,547,154.5,171,19.5,423,494,454,413,0,,,
アステロイドベルト,1,538,152,175.5,20,423,494,472,413,0,,,
バーデンヴァイラー,1,524,156,173,20.2,448,495,498,413,0,,,
シャーレイポピー,0,518,152.5,171.5,19.9,411,495,426,413,0,,,
リュラ,0,503,153,176,19,424,494,414,413,0,,,
プランドラー,1,465,155,169,20,402,576,466,413,0,,,
アルテヴェルト,1,489,154.5,167.5,20.5,385,576,458,413,0,,,
レヨン,0,445,149,166,18.5,369,576,460,413,0,,,
ヴァリッドブラック,1,421,153,164,19.9,388,576,452,412,0,,,
ヴィジョンメーカー,1,472,157,178.5,21.5,459,577,512,412,0,,,
マルーンベレー,1,529,151.5,174,20.3,415,534,442,412,0,,,
アルテアシップ,1,539,156,182.5,21.6,493,533,528,412,0,,,
ヴィジュネル,1,463,152.5,167,20,404,495,476,412,0,,,
ゲインスプレマシー,1,433,152,176,21.5,419,576,486,412,0,,,
アジュールローズ,1,463,157,174.5,20.1,434,494,482,412,0,,,
ピッツィカート,1,576,155.5,178,19.9,469,473,476,412,0,,,
トランシルヴァニア,1,390,147.5,162.5,19.5,365,576,460,411,0,,,
ブルックリンダンス,1,528,155.5,177.5,20,422,534,488,411,0,,,
フォレスクライト,1,562,154,177,20,431,494,434,411,0,,,
レイフル,0,544,155.5,174,19.4,438,494,418,411,0,,,
グランデレジーナ,0,535,152,178,19.5,460,494,440,411,0,,,
グランプレジール,1,533,154,186,20,478,494,506,411,0,,,
ローゼシュティア,0,484,154.5,173,19.8,413,494,450,411,0,,,
ファイナルアンサー,0,474,158,176,19.7,460,494,476,411,0,,,
グランデラーゴ,1,451,149.5,166.5,20.1,396,576,470,411,0,,,
スカイノーヴァ,0,599,158,182.5,19.8,479,474,434,411,0,,,
サドルロード,1,467,152.5,175.5,21.3,449,577,514,410,0,,,
クリオズナ,0,503,146,168,18.6,372,577,438,410,0,,,
バルバレスコ,0,461,156.5,171,20.8,432,533,476,410,0,,,
ベルゼール,0,537,150.5,171.5,19.3,408,534,444,410,0,,,
アンドアイラヴハー,0,564,152.5,179,20,455,494,472,410,0,,,
フェアアイル,0,546,149.5,171,18.5,404,494,400,410,0,,,
デビュースマルト,1,575,154,184.5,20,508,474,520,410,0,,,
グーデンドラーク,1,433,155,174,20.5,456,576,520,409,0,,,
スタッドリー,1,445,150.5,172,20.4,432,534,510,409,0,,,
パルメ,0,541,149.5,172,19,421,494,436,409,0,,,
レヴォルタード,1,527,158.5,176.5,21.1,476,494,504,409,0,,,
ジェシー,1,516,155,177,20.5,436,494,476,409,0,,,
シェルブルック,1,483,157,174,21,429,577,502,409,0,,,
ヴァラダムドラー,0,482,158.5,176,19.8,464,576,534,408,0,,,
ネアセリーニ,1,471,155.5,178,21.4,464,576,508,408,0,,,
キングズレイン,1,469,154.5,168.5,21.5,419,576,474,408,0,,,
オーロロッソ,1,475,149,164,20,365,533,394,408,0,,,
マグマオーシャン,1,513,154.5,176.5,19.8,460,533,504,408,0,,,
レドンホール,0,582,156,183,18.6,434,494,456,408,0,,,
トライデントスピア,1,567,158,178,20.5,492,494,510,408,0,,,
エングレーバー,1,546,152,176,19.7,437,494,450,408,0,,,
ステイクオール,1,515,157,177,20.6,475,495,498,408,0,,,
ルタンデュボヌール,1,487,152,172.5,19.5,404,577,484,408,0,,,
アンモード,1,440,156,171.5,20.4,431,576,488,407,0,,,
テウメッサ,0,501,155,180,20.2,436,576,456,407,0,,,
メテオリート,0,450,157.5,176.5,20.2,444,533,478,407,0,,,
ロンドボス,0,572,157,177.5,20.4,458,495,448,407,0,,,
ブルージュ,0,519,150,172,18.8,410,495,422,407,0,,,
ナヴィガトーレ,1,501,159,178,22,489,495,542,407,0,,,
レディグレイ,0,494,152,176,19.4,436,494,458,407,0,,,
ムーランナヴァン,0,497,149,167.5,19.2,378,576,420,407,0,,,
ステラスプレンダー,0,491,153.5,172,19.6,407,576,426,406,0,,,
ゴージャスゴールド,0,471,151,165.5,20.7,380,576,392,406,0,,,
プロトアステール,0,466,153.5,168,20.4,416,533,442,406,0,,,
インクルードダイヤ,0,480,152.5,174.5,19.9,440,533,452,406,0,,,
タイズオブハート,0,572,156,178.5,20.2,444,494,438,406,0,,,
ナスタチューム,0,568,159,182,20,457,494,468,406,0,,,
エンシェントアイル,1,443,160,176,21.3,471,495,542,406,0,,,
カイザースクルーン,1,455,155.5,171,20.3,417,576,480,406,0,,,
アイムポッシブル,0,462,149.5,174,20.5,420,576,456,405,0,,,
ラヴァブル,0,423,149.5,168,19.8,421,577,484,405,0,,,
サーマヴェーダ,0,463,152,173,19,452,533,492,405,0,,,
スティールブルー,0,520,151.5,170.5,20,430,533,436,405,0,,,
ブリックダルジャン,0,542,149,177.5,20.1,440,534,426,405,0,,,
ユーディキウム,0,456,155.5,171.5,20.2,437,534,478,405,0,,,
アイルランズコール,1,464,156,174,22,437,534,502,405,0,,,
オスタークラング,0,562,155,176,20.1,478,495,476,405,0,,,
フルヴォート,1,549,157,175,21.2,457,495,494,405,0,,,
グルーヴィタイム,1,573,150,172.5,20.3,407,494,424,405,0,,,
シーロア,0,501,151.5,171,19.5,435,576,470,405,0,,,
マカレア,0,518,148.5,169.5,18.9,380,494,404,405,0,,,
イベリスリーフ,0,440,149,167,18.9,387,576,440,405,0,,,
アルジャンテ,0,503,154,171.5,19.4,446,473,460,405,0,,,
プリンセスノワール,0,535,153,171,19.1,430,473,446,405,0,,,
ガトーバスク,1,474,154,174,21.3,443,577,524,404,0,,,
セファーラジエル,1,457,156,170.5,21.2,438,577,494,404,0,,,
シュネーグロッケン,1,445,148.5,167,20.8,395,534,480,404,0,,,
ダイバリオン,1,498,155,168,20,410,494,444,404,0,,,
フェールデクール,1,561,157,187,22,502,495,494,404,0,,,
アウェイク,0,567,161,176,19.6,446,494,452,404,0,,,
アルーリングアイズ,0,490,150,169.5,18.6,353,576,392,404,0,,,
ルミナスティアラ,0,497,150.5,176.5,19.2,414,576,424,403,0,,,
ダブルスナッチ,0,438,147,162,19,350,534,412,403,0,,,
アウトストラーダ,1,471,154,174.5,20.8,459,534,498,403,0,,,
プレミアスコア,0,553,160,183.5,19,437,494,474,403,0,,,
ゼルビーノ,1,483,153,174.5,20.3,440,495,470,403,0,,,
ガリゲット,1,491,157,177.5,20.8,437,576,500,402,0,,,
エルフォルク,0,510,155,171,18.6,403,494,432,402,0,,,
オルフェスト,0,470,149.5,168.5,18.4,395,494,422,402,0,,,
バレンタインジェム,0,558,149,176,18.8,391,494,392,402,0,,,
ルソンデュレーヴ,0,597,151,172.5,20.1,456,473,438,402,0,,,
シリンガバルガリス,1,421,155,170.5,20.6,396,576,478,401,0,,,
イルチルコ,0,541,156.5,175.5,20,465,533,466,401,0,,,
フィルムフェスト,0,573,154.5,179,19.2,453,494,428,401,0,,,
ヴェルトラウム,1,489,145.5,167,19,413,494,446,401,0,,,
オブセッション,1,514,164.5,181,21.9,483,473,516,401,0,,,
ダージリンクーラー,1,487,153.5,175,20.7,427,494,454,401,0,,,
ラモントルドール,0,495,155,173,19.6,402,577,472,401,0,,,
ブレイニーラン,1,559,153,170,21,420,473,438,401,0,,,
ノーヴァレンダ,1,563,159,185,22,512,494,528,400,0,,,
ベストミーエヴァー,0,474,158.5,172,20.3,420,533,486,399,0,,,
ピュアグルーヴ,0,465,153.5,175,19.4,447,533,454,399,0,,,
リーディングパート,0,559,155,178,19.8,431,494,416,399,0,,,
ユールファーナ,0,498,152.5,174,19.6,410,494,422,399,0,,,
ルペルカーリア,1,484,156,173,20.5,449,495,488,399,0,,,
グロリアーナ,0,476,152.5,172.5,20,438,576,508,399,0,,,
ルリアン,1,432,156,169,21,402,576,496,398,0,,,
ゴールデンリープ,0,547,149,170.5,19,395,533,368,398,0,,,
シークレットキー,1,512,153.5,177,20.8,477,533,494,398,0,,,
プリモシークエンス,1,492,154,174,20.8,462,534,514,398,0,,,
シュペルミエール,1,571,157.5,175.5,20.3,465,494,502,398,0,,,
デターミネーション,1,456,151,173,20.2,413,576,460,398,0,,,
ラルナジェナ,0,491,152,169,19.4,408,576,444,397,0,,,
グルーヴビート,1,431,150,172,20.8,402,577,454,397,0,,,
シャンボールロッソ,0,484,152.5,170.5,19.7,408,533,428,397,0,,,
マスカテル,1,457,153,171.5,21,429,533,464,397,0,,,
クロワルース,0,424,156,172,19.5,423,533,486,397,0,,,
オールフラッグ,1,473,152,174.5,20.3,439,494,468,397,0,,,
パルナッソス,1,513,150,169,20,441,495,492,397,0,,,
イシドールス,1,474,151,167,19.5,405,576,466,397,0,,,
ワンダーショット,1,484,151,166.5,20,395,576,434,397,0,,,
アグレアーブル,0,580,160.5,183,20,502,473,486,397,0,,,
スナッチアイズ,0,585,156,174,19.4,447,474,446,397,0,,,
プライムセラー,1,451,154,173,20,424,576,470,396,0,,,
デュアリスト,1,385,154,170,21,420,577,478,396,0,,,
ポレンティア,0,449,151,172,19.7,416,533,490,396,0,,,
ホートンプレインズ,0,561,155.5,175,19.6,429,494,430,396,0,,,
ネームユアポイズン,1,607,157,173.5,21.1,463,474,476,396,0,,,
ブルーロワイヤル,1,419,155.5,173,20.7,414,576,510,395,0,,,
ベヴィアーモ,1,465,155.5,174.5,21,418,576,464,395,0,,,
アレッサ,0,456,152,166,18.9,383,534,408,395,0,,,
マルチャレアル,1,585,156,175.5,20.2,469,494,500,395,0,,,
ハンベルジャイト,0,573,153.5,176,19.8,489,494,488,395,0,,,
シュヴェルトリリエ,1,564,150.5,171.5,20.4,444,494,448,395,0,,,
カニキュル,0,477,154.5,173,19.4,440,494,496,395,0,,,
イタリアンホワイト,0,518,159.5,178.5,20.6,481,577,492,395,0,,,
レーヴドリーブ,0,593,155,175,19.3,455,473,464,395,0,,,
エンジェルウィング,0,494,157,171,20.1,434,494,516,395,0,,,
ピボットポイント,1,479,151,168,20,413,473,474,395,0,,,
クラーベドラド,1,480,156,172,20.2,433,576,478,394,0,,,
スペードギニー,1,530,150,170.5,20.5,448,495,460,394,0,,,
コナウェリナ,0,524,160,180.5,19.5,460,494,450,394,0,,,
アーズローヴァー,0,475,143,167.5,18.9,409,494,444,394,0,,,
ヘヴンリーブライド,0,552,152,175,19.5,442,494,470,394,0,,,
グラマラスライフ,0,593,153,175,19.5,469,473,466,394,0,,,
トワイライトライフ,0,402,151,170,19.5,385,577,446,394,0,,,
エラトー,0,495,155.5,177,19.8,440,576,486,393,0,,,
フロウィングダンス,0,536,153.5,176,19.5,436,533,432,393,0,,,
リンクスルーファス,0,509,158,181.5,19.9,494,533,498,393,0,,,
ブルメンダール,1,504,154,174,20,442,495,462,393,0,,,
アヌラーダプラ,0,495,152.5,171,19.1,412,494,464,393,0,,,
ローズベリル,0,497,150,173,19.3,425,576,480,393,0,,,
エルフストラック,0,452,156.5,170.5,20,426,576,464,392,0,,,
オランジー,0,511,153,170,19.8,415,533,442,392,0,,,
エナジーチャイム,0,548,151,177,19.5,439,533,430,392,0,,,
フラミニア,0,540,156.5,179.5,20.4,466,533,458,392,0,,,
キングサーガ,1,458,153,172.5,20,424,494,458,392,0,,,
デューズワイルズ,1,552,156,175,21,435,494,478,392,0,,,
ブルスクーロ,1,467,152,174.5,21,452,576,502,392,0,,,
コリーヌヴェルト,1,468,150,169,20,409,576,490,392,0,,,
オーヴァーライト,1,465,150,169,19.7,411,576,468,392,0,,,
フラッシュポイント,0,434,153,169.5,20.2,424,577,470,391,0,,,
ボヌールキャッツ,0,482,148.5,169,18.9,393,577,410,391,0,,,
ラルガメンテ,0,531,154.5,172,19.2,428,534,456,391,0,,,
ガルサブランカ,0,457,157,173,19.5,415,533,458,391,0,,,
オリーボーレン,0,491,156,172.5,21,421,533,466,391,0,,,
スマイルオンミー,0,582,162.5,186,21.1,536,494,520,391,0,,,
ライリッズ,1,467,154,173.5,21,413,494,480,391,0,,,
ワールドマッチ,1,478,158.5,176,20.6,440,576,488,391,0,,,
グリューネリヒト,1,430,149,165,19.5,380,576,476,391,0,,,
パーシーズベスト,0,534,157,176,20.1,437,473,460,391,0,,,
イストワールファム,0,595,155,176.5,20.3,450,474,448,391,0,,,
アルムブラスト,1,406,149,170.5,20.3,424,576,500,390,0,,,
アージオン,0,440,147,163,18.5,353,576,392,390,0,,,
ディアマンテール,1,450,154,175,21,417,577,476,390,0,,,
アニラ,0,468,149.5,176.5,19.5,420,534,452,390,0,,,
ソニックベガ,0,453,148,168,19.5,412,533,442,390,0,,,
ファンタジスタ,1,557,152,174,19.8,469,494,490,390,0,,,
アンクロワ,0,535,155,174,20,399,494,420,390,0,,,
レイジングウェイブ,1,466,151.5,166,18.5,403,494,474,390,0,,,
ポールヴァンドル,0,542,160,183.5,20.5,510,474,532,390,0,,,
ポルトフォイユ,1,426,154,171.5,20.1,430,576,470,389,0,,,
アルーリングギフト,1,421,152,168,20.2,404,577,478,389,0,,,
アンジュマリッシュ,0,447,147,165.5,19.2,383,577,418,389,0,,,
ヴェルテックス,1,473,154.5,169.5,20.2,444,533,518,389,0,,,
エスペラント,1,575,151,174,20,444,494,464,389,0,,,
メサルティム,0,520,153,176,19.1,396,494,420,389,0,,,
アンフィトリテ,0,515,152.5,170.5,19.4,460,494,466,389,0,,,
シルフィウム,1,491,152.5,169,19.6,420,473,446,389,0,,,
ヘイジーブロンド,0,463,152.5,168,19.1,391,576,444,389,0,,,
テオドール,1,394,153.5,171,21.8,426,576,534,388,0,,,
ソリタリオ,1,474,154,173,20.5,441,576,466,388,0,,,
イルディヴィーノ,1,499,159,179,20.8,473,494,484,388,0,,,
オノリス,1,572,155.5,177,21.3,481,494,494,388,0,,,
ヴェルトゥアル,1,605,157,175,20.2,469,473,470,388,0,,,
レノヴァール,1,526,157,174.5,21.4,470,494,496,388,0,,,
エルバリオ,1,459,155,176,20.8,449,576,494,387,0,,,
チャレンジャー,1,434,153,172,20.2,432,533,506,387,0,,,
セレジェイラ,0,515,155.5,180,19.6,449,495,482,387,0,,,
アコルドエール,1,495,153.5,171,19.8,437,494,482,387,0,,,
バレルターン,1,495,156.5,173,19.3,429,494,464,387,0,,,
ライティア,0,491,149,167,19,392,494,408,387,0,,,
キャンディケイン,0,592,158,177,19.3,464,473,476,387,0,,,
ハウメア,0,465,150,164.5,19.3,386,577,456,387,0,,,
ギャンブルルーム,1,481,157,175.5,20.9,444,576,492,386,0,,,
アルファカリーナ,0,546,151,171.5,19.8,421,533,426,386,0,,,
ラインハイト,1,503,150,175.5,19.8,429,494,454,386,0,,,
デイトライン,0,493,151,176,19.5,439,494,440,386,0,,,
バギーウィップ,1,488,154.5,174,21.3,451,495,496,386,0,,,
サラコスティ,1,454,151,172,20.3,407,577,462,385,0,,,
ヴァルキリーバース,0,500,152,173.5,19.5,419,577,442,385,0,,,
プエルタセクレタ,0,487,153,170,20.2,381,576,420,385,0,,,
メイクアスナッチ,0,511,148.5,175,20,412,533,444,385,0,,,
ヴェールアップ,0,476,157,172,20.4,456,495,474,385,0,,,
レインカルナティオ,1,493,152,170,20.1,412,576,496,384,0,,,
シルヴェリオ,1,453,152.5,169,20.5,404,576,498,384,0,,,
デアマトローナ,0,426,149.5,170.5,19.3,391,577,448,384,0,,,
サリーチェ,0,536,155,178,19.8,451,534,468,384,0,,,
ブラウシュヴァルツ,1,562,157,180,21.6,470,495,488,384,0,,,
エターナルピース,0,557,152,175.5,19.2,431,495,442,384,0,,,
フェアビアンカ,0,520,157.5,178,19.7,441,495,460,384,0,,,
イヴォーク,1,441,152,170.5,20,417,576,478,384,0,,,
ミディオーサ,0,422,154,169.5,19.9,403,576,474,384,0,,,
ブルトガング,1,487,157,173.5,21.1,436,576,506,383,0,,,
カネラフィーナ,0,520,159.5,182,20,461,534,464,383,0,,,
セントオブゴールド,1,461,155.5,171.5,19.8,407,533,456,383,0,,,
ライラスター,1,504,154,174,21,447,494,476,383,0,,,
ポルトドートウィユ,1,442,155,165.5,19,389,576,462,383,0,,,
モンファボリ,0,473,146.5,172,19,395,577,412,382,0,,,
デイトンウェイ,1,492,153,171.5,20.1,423,534,504,382,0,,,
リゴレット,0,568,153,180,19,435,494,432,382,0,,,
ミッテルライン,0,531,154.5,176.5,19.4,440,494,424,382,0,,,
マックヴァン,1,418,155.4,169.5,20.2,407,576,470,382,0,,,
コナブラック,1,458,155,174,21.1,448,576,498,381,0,,,
サーマルソアリング,0,540,154.5,176,21,469,494,480,381,0,,,
アルモニカ,0,497,149.5,171.5,19.1,392,473,420,381,0,,,
エクロジャイト,1,496,158.5,179,21.5,464,576,494,380,0,,,
モンテイゾラ,1,441,157,171.5,21,425,576,476,380,0,,,
マスグラバイト,1,480,152,176,20.6,440,576,470,380,0,,,
スノーグレース,0,495,155,175.5,20,448,533,472,380,0,,,
トレインザマインド,1,533,160,184.5,21.6,502,495,542,380,0,,,
ガルヴィハーラ,1,525,155,173,20.3,450,494,496,380,0,,,
マイスターヴェルク,0,492,154.5,177.5,19.7,444,495,490,380,0,,,
ムーンライトナイト,0,566,152,176,19.8,442,473,430,380,0,,,
レガーロデルシエロ,1,471,154,170.5,20,428,576,490,379,0,,,
ピヌスアモリス,0,465,157.5,175.5,21.5,462,576,480,379,0,,,
ウンブライル,0,505,156.5,171,19.5,442,576,474,379,0,,,
ソリスルクス,1,430,153,169.5,20.2,392,533,438,379,0,,,
ヴィジブルライト,1,581,155,172.5,19.7,436,495,474,379,0,,,
サラスヴァティー,0,570,158,179,19.5,463,495,462,379,0,,,
オグマンテ,1,448,151,175.5,20.5,437,576,480,379,0,,,
カンティアーモ,0,503,157.5,179,20.4,475,533,504,378,0,,,
カンバーランド,0,459,156,176,21.5,473,533,532,378,0,,,
アルファインディ,1,537,152,177,20.7,430,533,446,378,0,,,
ブレッシングレイン,1,565,158,177.5,21.3,457,494,486,378,0,,,
レベランス,1,529,152,172.5,20.5,412,495,438,378,0,,,
カヴァス,1,444,155,169,21.1,409,576,474,377,0,,,
ソリスクラヴィス,1,474,152,175,20.3,415,577,506,377,0,,,
ロパシック,0,483,155.5,173,20,424,534,430,377,0,,,
ファジェス,0,517,160,178.5,19.7,472,495,472,377,0,,,
アーリードライヴ,0,572,154,178,19.2,456,473,492,377,0,,,
レガトゥス,1,498,159,178.5,21.5,476,577,554,376,0,,,
バレドラパン,0,503,155.5,180,19.6,437,534,452,376,0,,,
ベッロコルサ,1,525,148,170,19.3,383,533,418,376,0,,,
レイコックアビー,1,514,154,172,20.2,412,533,496,376,0,,,
コバルトウィング,1,469,158.5,178,21.6,464,533,514,376,0,,,
ナイトバナレット,1,492,150,170,19.8,425,474,464,376,0,,,
リリカルホワイト,0,513,160,178,21.2,475,576,508,375,0,,,
ルミナスエレメント,1,455,159,176.5,20.4,421,576,466,375,0,,,
トレジャーアイル,1,417,151,170.5,20,400,577,492,375,0,,,
パンデアスカル,1,498,157,173,20.4,438,494,506,375,0,,,
デュアルメジャー,1,466,154.5,174.5,20,418,576,442,375,0,,,
バラキエル,1,497,154,169,20.5,422,534,474,374,0,,,
イルデレーヴ,1,473,151.5,171.5,21.5,424,534,474,374,0,,,
ブライトサイン,0,543,154,173.5,20.1,437,494,444,374,0,,,
ナラトゥリス,0,570,155,176.5,20,436,494,444,374,0,,,
スーブレット,0,508,154,175,19.6,451,473,474,374,0,,,
ドーファン,1,544,154.5,174.5,21,469,473,506,374,0,,,
ベルクレスタ,0,484,158,179,19.7,459,576,462,373,0,,,
コンジャンクション,1,476,156,179,21.7,465,533,490,373,0,,,
グロスビーク,1,583,158.5,176.5,20.4,440,495,466,373,0,,,
フィドルファドル,0,542,154,179.5,20.2,450,495,436,373,0,,,
チューラワンサ,0,498,151,174.5,18.8,402,495,414,373,0,,,
ナイルデルタ,1,522,151.5,172,20.7,427,494,486,373,0,,,
コンエネルジア,1,503,153,181,21.1,469,576,500,372,0,,,
セレスティアリティ,0,470,153.5,173,19.2,412,576,436,372,0,,,
コリエンテス,1,482,154.5,171,21,416,533,474,372,0,,,
ラパンラピッド,1,529,152.5,172.5,20.5,463,533,488,372,0,,,
シャンデフレーズ,0,497,151.5,168,19.4,400,494,402,372,0,,,
エートラックス,1,474,153.5,171,19.4,430,576,488,371,0,,,
アルレッキーノ,1,481,152.5,174,20.8,433,577,460,371,0,,,
フランクエフェクト,1,534,160,187,21.9,528,533,564,371,0,,,
セブンサミット,1,581,162,183.5,23.4,502,495,502,371,0,,,
カーディナル,1,536,160,177.5,20.8,458,495,482,371,0,,,
パドゥヴァルス,0,519,149.5,172,19.6,436,494,432,371,0,,,
ヴェックマン,1,512,156,178.5,20.6,466,495,490,371,0,,,
アガラス,1,456,156,171.5,21,426,576,488,371,0,,,
ゴルコンダ,1,428,155,171.5,20.6,436,576,534,370,0,,,
マーウォルス,1,430,152,165,20.4,376,577,468,370,0,,,
セレーネアステール,0,524,151,173,19.1,392,534,402,370,0,,,
グリスタン,1,464,152,169.5,20.8,391,534,472,370,0,,,
コートダルジャン,0,541,153,177,19,456,495,470,370,0,,,
