name,sex,daysold,height,waist,leg,weight_age1,measure,result,debut,graded_winner,win1,win2,win3
ヴォルガ,0,394,145,163,18.6,370,577,484,529,0,,,
プレミアエンブレム,0,483,156,171.5,20.7,415,577,460,529,0,,,
ウルザブルン,0,450,154,168,20,394,577,440,529,0,,,
ニュージーズ,1,545,159,176.5,20.4,453,533,486,529,0,,,
ピアリ,0,532,154.5,174,20.6,429,533,472,529,0,,,
ルナベイル,0,457,157,173,19.5,461,534,506,529,0,,,
サンドレス,0,498,164,179.5,20.6,482,533,512,529,0,,,
オクタグラム,1,475,153,173,21.5,434,494,474,529,0,,,
ボルゲーゼ,1,472,153,166,20.4,394,576,472,529,0,,,
ラヴィダフェリース,1,378,149.8,165.5,19,376,576,500,529,0,,,
スプリングキャロル,0,445,146,164.5,18,350,576,420,528,0,,,
テールデトワール,0,431,152,168,20,376,576,432,528,0,,,
セルディアーナ,0,495,156,180,20.2,462,534,518,528,0,,,
ワールズエンド,1,557,152,169.5,19.4,426,494,464,528,0,,,
バロンゾラーレ,0,558,162,175.5,20.1,473,494,480,528,0,,,
フレーヴァード,1,551,152,175.5,19.1,441,494,448,528,0,,,
アルドール,0,543,161.5,178,21.3,485,494,488,528,0,,,
リルト,0,527,158,176.5,20.6,453,494,490,528,0,,,
シュクレビジュー,0,444,150,164,18.6,359,577,426,528,0,,,
ダズリングブレイヴ,1,417,150,170.5,20.3,425,576,496,527,0,,,
マンドローネ,0,498,149,175.5,19.6,447,533,442,527,0,,,
マルシュロレーヌ,0,568,156.5,180.5,20,458,494,446,527,0,,,
ネイルドイット,0,594,150.5,172,19.4,439,473,430,527,0,,,
レイズアベール,0,424,149,163.5,18.8,374,577,456,527,0,,,
コースタルブルー,0,415,154,163,18.9,363,577,454,527,0,,,
エヴァンジェリーナ,0,410,152.5,166,19.8,382,576,456,526,0,,,
ケイデンシーマーク,0,393,147.5,163,19.2,350,576,438,526,0,,,
イルミナル,0,512,146.5,166.5,19,404,494,418,526,0,,,
レイヤーハート,0,498,149.5,167.5,20.3,374,576,404,526,0,,,
ウィキッドアイズ,0,421,151.5,166,19.4,403,576,468,526,0,,,
キューピッドアロー,0,398,150,165,20.4,381,576,464,526,0,,,
ツァガーンサル,0,441,157.5,173.5,21,447,577,502,525,0,,,
キングオリヴァー,1,544,149.5,167.5,20.5,406,533,440,525,0,,,
アルメリア,0,474,149,177,20.1,447,533,490,525,0,,,
ソワドリヨン,0,536,153,180.5,19.9,454,533,474,525,0,,,
アレトゥーザ,0,540,153,176,19.8,425,495,412,525,0,,,
レティキュール,0,469,147.5,168,19.3,385,576,422,525,0,,,
フィブロライト,0,449,153.5,165,20.5,452,576,416,525,0,,,
エレヴァテッツァ,0,383,154,164,18.5,359,576,476,524,0,,,
オルグジェシダ,0,437,154,171.5,20,409,577,468,524,0,,,
アセンブリールーム,1,423,154,165,19.5,355,577,456,524,0,,,
シーグリント,0,522,150,168.5,19,377,533,396,524,0,,,
ラヴォルタ,0,501,152.5,178.5,19.5,452,495,478,524,0,,,
ボビンレース,0,450,156,173.5,19.6,420,576,482,524,0,,,
コパカティ,0,442,154,173,20,413,576,466,524,0,,,
カトルジュール,1,395,145.5,162,19.8,362,576,452,524,0,,,
エクセレントタイム,1,418,151,166,19.8,399,577,488,523,0,,,
サンタンドレア,0,510,149,170,19,391,534,432,523,0,,,
テットドール,0,520,150,170.5,19.2,401,534,452,523,0,,,
スモア,1,547,157.5,175.5,20.8,451,494,482,523,0,,,
ブラーバック,0,537,155,172,19.8,421,494,468,523,0,,,
キャンベルアーリー,0,526,154,174,19.1,416,494,448,523,0,,,
ジョニーハンサム,1,570,157,172,19.5,435,473,512,523,0,,,
グリントオブライト,0,465,150.5,166.5,19.1,378,576,420,522,0,,,
トラモント,1,459,157,169,21,406,533,518,522,0,,,
ビジューブリランテ,1,505,153,173,20.5,425,534,488,522,0,,,
フェルミディラック,0,508,154,176.5,20.3,463,494,462,522,0,,,
ブレイクザポケット,1,476,149.5,164.5,19.2,380,576,426,522,0,,,
ローウェル,1,439,153,170,20.5,413,534,548,521,0,,,
マリガーネット,0,556,149.5,169.5,19.5,391,494,386,521,0,,,
サヴァリア,0,504,151.5,175,19.5,439,494,448,521,0,,,
パストゥレイユ,0,468,150,177,19,402,494,442,521,0,,,
サンライズシェル,0,504,152,171.5,19.9,444,494,482,521,0,,,
ナハストーン,1,579,154.5,167.5,20.2,381,473,416,521,0,,,
ヴェルラヴニール,1,399,148,162,19,359,577,428,521,0,,,
ドナウパール,0,466,150,174,19.5,412,576,432,520,0,,,
ジャスミンカーラ,0,500,153.5,172,19.8,406,533,428,520,0,,,
パシフィスタ,1,534,156,172,19.5,430,494,482,520,0,,,
ディヴァイネスト,0,477,156.5,170,18.7,400,494,442,520,0,,,
ゴールドアックス,1,453,147,161,19.3,366,494,418,520,0,,,
ベルダム,0,494,147.5,170.5,19,378,577,402,520,0,,,
シグネチャーセント,1,481,156,175.5,20.5,413,576,478,519,0,,,
ブレスユアスターズ,0,510,150,170,19.4,421,533,446,519,0,,,
パンドレア,0,508,155,171,19.1,415,533,452,519,0,,,
アズライトムーン,0,522,156,176,20.5,453,533,458,519,0,,,
アシェットデセール,1,580,152,173,20,451,494,496,519,0,,,
ハピネスブルーム,0,530,151,162,19.3,372,494,422,519,0,,,
クロワドフェール,0,523,153.5,175,19,442,494,438,519,0,,,
グレースベイ,0,496,156,172,19.5,431,494,466,519,0,,,
リャスナ,0,471,155,168.5,20,417,494,436,519,0,,,
バンビーノデオーロ,1,444,147.5,170,20.6,410,576,502,518,0,,,
ミッドナイトホーク,1,525,157,170,21.1,424,533,484,518,0,,,
ローディアマント,1,475,155,175,20.5,428,533,476,518,0,,,
ヴァンランディ,1,400,148.5,165.6,20,373,576,444,518,0,,,
タイムハンドラー,0,497,154,172,19.5,398,576,448,518,0,,,
モアナアネラ,0,475,147.5,166.5,18.7,367,576,438,518,0,,,
シュヴァルツリーゼ,1,394,154.5,164,20,367,576,478,518,0,,,
ブレージングサドル,0,478,155,174,18.6,415,576,434,517,0,,,
カーフキック,1,448,152,167.5,20,401,577,448,517,0,,,
ターコイズフリンジ,1,525,158,183,21,493,533,518,517,0,,,
フォルトゥナータ,0,495,156,171,19.1,410,495,434,517,0,,,
ヴィグラスムーヴ,1,504,157,175,21,476,494,534,517,0,,,
ミルコメダ,1,432,150,172.5,20.9,418,576,458,517,0,,,
ヴェルジョワーズ,0,504,154.5,172,19.4,394,576,428,517,0,,,
タンジェリンムーン,0,387,149,164.5,19.5,360,576,420,516,0,,,
グレートマジシャン,1,393,152,161,20.4,360,577,478,516,0,,,
セナリスト,0,501,154,167,18.9,388,577,438,516,0,,,
クイーンズキトゥン,0,472,153,167.5,19.8,375,577,418,516,0,,,
ケリーズアリュール,0,495,149.5,169,18.5,395,533,416,516,0,,,
オーサムゲイル,0,538,153,175,19,431,533,416,516,0,,,
シャルムランプ,0,539,157,171,20,401,494,416,516,0,,,
サーサルヴァトーレ,1,495,158,173,20,431,576,490,516,0,,,
ウェルブレッド,1,474,153,167,19.8,392,576,432,516,0,,,
プルミエエトワール,0,477,158,175.5,20.5,450,576,504,515,0,,,
ルフォール,0,500,156.5,174,19.8,412,576,470,515,0,,,
ハートループ,0,536,156.5,178,20,465,494,464,515,0,,,
ガーランドスタイル,1,486,147.5,166.5,20.2,407,494,446,515,0,,,
シュメッターリング,1,576,157,183.5,21,477,495,492,515,0,,,
エンドレスコール,0,586,155,175.5,19.4,454,495,484,515,0,,,
シャンタルエット,0,473,153,172.5,19.6,415,576,468,515,0,,,
アルーリングトーン,1,476,154,168,19.5,404,576,486,515,0,,,
フォーアライター,1,492,154,173.5,19.4,416,576,480,514,0,,,
ベストワークス,1,404,148,168.5,21.5,380,576,454,514,0,,,
ルージュセリーズ,0,437,149,169,19.7,409,534,480,514,0,,,
ラトレイア,0,570,151.5,169.5,18.6,421,494,400,514,0,,,
ザモンゴメリー,1,403,153,167,20,409,577,506,514,0,,,
ダークプリンセス,0,431,149,160.5,18.4,355,577,412,514,0,,,
ローレルキャニオン,1,414,157,172.5,21.5,414,576,550,513,0,,,
ノルドヴェスト,1,487,152.5,167,20.6,397,576,476,513,0,,,
ミスティファイ,0,396,152,175.5,18.6,388,576,438,513,0,,,
ジュエルラビシア,0,438,156.5,174,19.9,403,576,434,513,0,,,
デュードメール,0,461,152,168,19.4,415,533,456,513,0,,,
ペルネッティア,0,567,148.5,173.5,19,404,494,382,513,0,,,
キラービューティ,0,458,150,168,19.2,387,577,438,513,0,,,
アイリッシュパール,0,441,152,171,19.6,428,576,464,512,0,,,
カーメルタザイト,1,428,154,166.5,20.2,390,576,462,512,0,,,
エバーフレッシュ,0,431,158,172,20.1,432,533,472,512,0,,,
フェールデレーヴ,0,464,152,176,19,423,533,436,512,0,,,
マウントバーノン,1,562,157,180,21.4,474,495,522,512,0,,,
フェリシタシオン,1,500,154.5,175.5,20.5,436,494,516,512,0,,,
ミナデオロ,1,482,151.5,175,20.7,439,576,508,511,0,,,
パリプラージュ,0,472,153.5,174,20.1,420,576,484,511,0,,,
プリマグラード,0,569,154,175,19.3,455,494,462,511,0,,,
ブラックアリエス,1,505,154,174.5,20.5,450,495,516,511,0,,,
リリーノーブル,0,447,152,176,20,430,576,502,511,0,,,
プリメラビスタ,0,445,149,167.5,18.9,368,576,434,511,0,,,
スキッピングロック,1,426,151.5,163,19.6,380,576,464,511,0,,,
リンクスティップ,0,457,156.5,175,19.6,419,577,478,510,0,,,
クロライナ,1,410,151,166.5,20.5,373,577,474,510,0,,,
スイートグルーヴ,0,431,145.5,160.5,18.2,364,534,456,510,0,,,
プルミエロール,1,553,155,175,20.5,463,495,488,510,0,,,
エルピス,1,552,153,173.5,21.3,435,495,436,510,0,,,
シュプールロイヤル,1,514,155,170,20,413,495,460,510,0,,,
キャピタルシップ,1,513,156,178.5,21,491,494,544,510,0,,,
ラングレー,1,443,153,165,19.4,401,576,480,510,0,,,
アナザーバージョン,1,490,150.5,164.5,20.5,430,576,490,510,0,,,
アックアアルタ,0,445,157.5,163.5,19.5,375,576,452,510,0,,,
ラヴィエベール,1,570,162,181,20.3,475,473,500,510,0,,,
ロゼリーナ,0,576,155.5,173.5,19.3,439,473,432,510,0,,,
クロノメーター,1,461,147,169,19.8,386,576,432,509,0,,,
プラウドモーメント,0,491,155,172,20,439,534,476,509,0,,,
ルコントブルー,0,456,159.5,178,20.8,486,533,536,509,0,,,
ディバインドーター,0,425,148,167.5,19,397,576,454,509,0,,,
ルナディミエーレ,0,480,149.5,174,19.9,435,576,498,508,0,,,
プラチナメモリー,0,396,142,161.5,19.1,323,576,394,508,0,,,
トゥールアンレール,0,444,146,165.5,19.7,370,534,400,508,0,,,
プランドルアンテ,0,494,153,172.5,19.7,438,533,490,508,0,,,
ラレイナ,0,513,156,178.5,19.5,420,534,430,508,0,,,
ジャミーレ,0,541,156,174,19.5,437,494,468,508,0,,,
グリューヴルム,1,529,157.5,177,20.7,445,494,476,508,0,,,
トリノレージョ,0,475,148.5,167,18.7,376,576,422,508,0,,,
デイジーベル,0,458,151.5,167.5,19.7,395,576,452,507,0,,,
アルファヒディ,1,429,152.5,168,19.5,387,576,480,507,0,,,
ポルカリズム,0,505,157,173.5,19.2,431,494,474,507,0,,,
アストライア,0,485,146.5,167,18.5,385,494,410,507,0,,,
プレビアス,1,500,159,178,22,467,494,510,507,0,,,
アルテーロ,0,449,147.5,171,20.5,393,577,430,507,0,,,
サミットプッシュ,1,473,153,164,20,392,494,448,507,0,,,
ルヴェルディ,1,449,154.5,170.5,20.5,413,576,470,506,0,,,
スクルトゥーラ,0,459,150.5,176,19.7,375,576,424,506,0,,,
バイルシュタイン,1,495,151,172.5,20.3,416,495,458,506,0,,,
ラボーナ,1,432,156,170.5,21,419,577,546,506,0,,,
アルミレーナ,0,479,150,164,18.8,363,577,432,506,0,,,
エンパイアブーケ,0,482,158.5,174,20.3,439,576,508,505,0,,,
セントランサス,0,449,145.5,163,18.5,363,576,394,505,0,,,
ウォーターハウス,1,507,155.5,174.5,20.3,436,533,474,505,0,,,
トライゴーニック,1,557,154,171.5,20.6,442,495,488,505,0,,,
アルテフィーチェ,0,556,154,180.5,19.7,462,494,436,505,0,,,
レイエスプランドル,1,426,155,170,21.3,418,576,490,505,0,,,
ペールノエル,1,428,149,160,19,337,577,454,504,0,,,
サロニコス,0,456,149,169,19.6,386,576,450,504,0,,,
ナヴァラトゥナ,1,497,151,171,19.5,390,577,430,504,0,,,
フィヤール,0,436,152,165,19,378,577,426,504,0,,,
グランアトミカ,0,529,158,178,21.5,492,533,544,504,0,,,
スカイゲイザー,1,536,150,172.5,20.1,418,533,438,504,0,,,
インフィニティラヴ,0,490,154,178,19.6,448,494,470,504,0,,,
ローザフェリーチェ,0,488,151.5,173.5,19.5,418,576,472,504,0,,,
マルケッサ,0,494,152,172.5,19.9,399,576,444,504,0,,,
シュネルギア,0,555,155.5,172,18.8,422,494,440,504,0,,,
ロサデラルス,1,456,152.5,170.5,20,423,576,488,504,0,,,
ヘブンリーデイズ,1,489,149,165,19.9,394,576,442,504,0,,,
ノッテステラータ,0,447,147,165,19,364,576,408,504,0,,,
トロシュナ,0,395,145,164,19,370,576,440,504,0,,,
ブランシュフルール,0,473,153,168.5,19.7,396,576,438,503,0,,,
コオリナラグーン,0,420,147,160,18.6,343,577,420,503,0,,,
スターライトナイト,0,486,147,172.5,19.3,403,534,430,503,0,,,
ソニックステップ,1,520,154,176,20.5,438,534,514,503,0,,,
ペクトラル,1,530,154.5,176,21,481,533,504,503,0,,,
コイスルキセキ,0,506,154,172.5,18.9,418,494,454,503,0,,,
フルオブプロミス,0,438,149,167,19.7,400,576,466,503,0,,,
フローラルパレード,1,393,149,163,18.5,355,576,484,503,0,,,
フィリオアレグロ,1,483,155,170.5,20.1,412,576,472,502,0,,,
アバグネイル,1,516,156.5,173,20.2,423,533,510,502,0,,,
ルヴォワール,0,580,161.5,178.5,19.7,473,495,526,502,0,,,
シェリトリンド,0,571,152,171.5,19.5,441,495,456,502,0,,,
カクテルハット,0,466,148,170,19.2,403,576,460,502,0,,,
アデプタスメジャー,1,505,157.5,173.5,20.7,452,473,512,502,0,,,
インシュラー,1,522,153,167.5,20.2,439,474,456,502,0,,,
アーバンキッド,1,457,150,170.5,20.7,410,576,464,501,0,,,
ジュビランス,0,587,151.5,174,19.5,454,494,448,501,0,,,
ディエルメス,1,576,150.5,176.5,20.1,426,494,476,501,0,,,
シエルエトワール,0,477,150,168.5,19.2,386,494,394,501,0,,,
レクセル,0,577,153,178,19.4,455,495,448,501,0,,,
キスイン,0,551,153,173,20,432,495,458,501,0,,,
アリュマージュ,0,582,156,172.5,20.2,421,494,414,501,0,,,
ダークネブラス,1,446,147.5,163,18,394,576,466,501,0,,,
アナザヘヴン,0,514,155,177.5,19.2,434,576,444,500,0,,,
ライラムーン,0,475,150,172,18.5,404,576,472,500,0,,,
ガーデンアイル,0,416,153,168.5,19,406,576,452,500,0,,,
パラッツォレジーナ,0,527,152.5,174,19.4,407,534,402,500,0,,,
クナルゲニアール,1,558,154.5,178,20.3,486,473,522,500,0,,,
コロナシオン,0,486,145,166,18.7,388,577,456,500,0,,,
グルアガッハ,1,427,155.5,174.5,20,435,576,486,499,0,,,
エレガントムーン,0,396,148,166,19.3,373,576,412,499,0,,,
サリエラ,0,536,152.5,174.5,19.2,424,533,422,499,0,,,
リムショット,1,556,159,177,20.7,502,494,524,499,0,,,
アラマンダ,0,520,155.5,169,20,406,495,422,499,0,,,
リバーバレイト,1,508,154,168,20.1,400,495,462,499,0,,,
ソルナシエンテ,1,507,154,172.5,21.5,438,495,510,499,0,,,
スピッツェンバーグ,1,492,154,174,21.2,413,576,458,498,0,,,
デンクマール,1,488,155,179,21.8,475,577,544,498,0,,,
ベストディシジョン,1,415,153.5,168,20.3,401,576,494,498,0,,,
ポルトロッソ,0,504,159.5,178,20.2,437,576,460,498,0,,,
オールマイデイズ,1,496,155,175.5,21.3,436,533,496,498,0,,,
ファナティック,0,563,157,183,19.2,473,494,464,498,0,,,
スコルツェッテ,0,577,154.5,176,20,429,494,450,498,0,,,
カヴァル,1,482,156,175,20.5,437,576,490,498,0,,,
クリームヒルト,0,484,152,172,19.5,403,576,460,498,0,,,
プンタレオナ,0,444,147,168,19,390,576,428,498,0,,,
ウェストレー,0,428,145,162,17.8,343,576,378,498,0,,,
ステラアルバ,0,474,155,175.5,19.6,408,576,436,497,0,,,
フォートボヤール,1,494,151.5,176.5,21.3,454,576,484,497,0,,,
ボーモンド,1,455,150,170.5,19.4,392,576,474,497,0,,,
ウォータースケイプ,1,491,156,178,20.7,484,533,556,497,0,,,
ラズライトノヴァ,1,450,154,173,21.5,442,576,512,497,0,,,
プライドランド,1,490,153,173,20.5,410,576,446,497,0,,,
ストーリーセラー,1,489,156,172.5,20.4,446,576,510,497,0,,,
インヴィジブルワン,0,509,158,172,20,422,576,464,497,0,,,
ムードスウィングス,0,394,150.5,170,19.3,386,576,448,497,0,,,
フォークテイル,0,491,149.5,168,19.6,392,576,436,497,0,,,
グランテレーズ,0,481,149,170,19.4,409,533,438,496,0,,,
ゼーゼマン,1,532,156,176,20.2,459,533,484,496,0,,,
ダブルイーグル,1,499,152,171.5,20.7,415,534,504,496,0,,,
メッシーナ,0,428,150,169.5,18.8,305,576,470,496,0,,,
ウルクラフト,0,464,151,167,18.9,380,576,412,496,0,,,
バティスティーニ,1,480,154.5,176,20.7,408,576,472,495,0,,,
キャニオンロード,1,437,152,169,20.1,398,576,470,495,0,,,
アービター,1,441,150,166.5,20.7,395,576,446,495,0,,,
アンドルディース,0,455,152,169.5,20.4,408,577,460,495,0,,,
マラムコーブ,0,430,147.5,161.5,19.7,362,577,432,495,0,,,
モーソンピーク,1,440,154.5,168.5,20.2,412,533,492,495,0,,,
カミングホーム,0,589,159.5,179,19,465,473,470,495,0,,,
インビジブルレイズ,1,505,149,176,21.1,435,474,466,495,0,,,
シフォンカール,0,599,156,178,19,428,473,460,495,0,,,
ジャガンツ,1,430,154,173.5,21.5,454,576,524,494,0,,,
シルブロン,1,445,149,165,20,390,534,476,494,0,,,
リナーテ,0,489,153.5,174,20.6,436,577,468,494,0,,,
ネイムザデイ,0,423,150,163,19.3,347,576,426,494,0,,,
トリプライト,0,464,151,165,19.2,401,576,452,493,0,,,
バンブリッジ,0,441,153,173.5,21,414,576,462,493,0,,,
アエリーゾ,0,420,149,171.5,19.3,405,576,454,493,0,,,
レゾンドゥスリール,1,545,157,171,20.7,437,534,462,493,0,,,
グロンフォール,1,567,159,181,21.3,520,473,576,493,0,,,
シャープシューター,1,387,152,171.5,19.8,398,577,506,493,0,,,
エプルシャージュ,1,447,162,181.5,22.6,530,576,618,492,0,,,
ヴィンテージボンド,1,397,150,166.5,19.8,359,576,474,492,0,,,
ヴァンドール,1,435,147,164,19.8,383,576,440,492,0,,,
アストロフィライト,0,484,152.5,166.5,19.8,404,533,454,492,0,,,
ラジエル,0,516,154.5,173.5,19.3,413,533,442,492,0,,,
ソシアルクラブ,0,495,152.5,167.5,19.3,395,576,470,492,0,,,
ターフェルムジーク,0,386,150,166,19.6,359,576,418,492,0,,,
パルティキュリエ,0,432,150,174,19.5,409,576,446,491,0,,,
グレイウェザーズ,0,486,160.5,179,18.7,424,576,426,491,0,,,
リンドラゴ,1,440,150,164,19.8,381,533,476,491,0,,,
サヴィトリ,0,454,154.5,182,20.9,473,533,542,491,0,,,
クワイエットドーン,1,502,155.5,184,22.2,477,533,504,491,0,,,
ディラトン,1,488,154.5,168,20.5,421,495,474,491,0,,,
ドミナートゥス,1,488,149.5,170.5,21.5,419,576,478,491,0,,,
コズミックフォース,1,476,151,168,20.7,396,576,470,491,0,,,
タンタラス,0,474,149.5,168,19.2,409,576,470,491,0,,,
ガルダイア,1,435,155,168,20.5,395,577,468,490,0,,,
グランヴィスタ,1,548,157,175.5,21.6,481,494,510,490,0,,,
アルジャヒリ,1,518,155,173,20,430,494,460,490,0,,,
エボルヴィング,1,515,152.5,171.5,20,442,494,456,490,0,,,
ラバーズケープ,0,478,155,173,20,460,494,488,490,0,,,
フォアシュピール,1,469,151,167,20.4,388,494,466,490,0,,,
レイジングブレイズ,1,500,156,172,20.3,420,576,460,490,0,,,
ローザジルベルト,1,445,153.5,165,20.5,394,576,454,490,0,,,
レベルスルール,1,487,154.5,171,20.5,452,577,500,489,0,,,
レイナサグラーダ,0,446,153.5,166,19,364,534,432,489,0,,,
コズミックダンサー,1,475,155,168.5,20.3,416,534,478,489,0,,,
サンヴィセンテ,0,554,151,171,20.9,435,495,442,489,0,,,
デスティノアーラ,0,534,151,169.5,19.7,400,495,422,489,0,,,
マイティーゴールド,1,566,161.5,186.5,21.8,528,494,556,489,0,,,
トレクァルティスタ,1,484,151.5,171,19.7,417,576,476,489,0,,,
ジークカイザー,1,576,154,171,18.5,431,494,476,489,0,,,
ノットアクライシス,1,478,152,166,20.2,418,576,478,489,0,,,
リリーエンデヴァー,1,426,152.5,164.5,19.3,378,576,458,489,0,,,
ディアスティマ,1,479,155,176.5,21,419,576,482,488,0,,,
クロミナンス,1,475,153,166,20,412,576,480,488,0,,,
ベルアーブル,0,465,151,169.5,20.1,384,534,430,488,0,,,
ハーツクリスタル,1,442,150,168.5,20.1,417,533,514,488,0,,,
チーフコンダクター,1,577,159,183.5,21.2,490,494,496,488,0,,,
アトラクティヴアイ,1,502,152,179,21,494,495,546,488,0,,,
フライベルク,1,570,150.5,175,19.8,436,495,508,488,0,,,
レーヴデトワール,0,492,154.5,168.5,19.8,400,576,468,488,0,,,
アストロノート,0,516,152.5,168.5,19,389,495,412,488,0,,,
ルナプロスペクター,1,404,149,163,19.3,370,576,450,488,0,,,
ナイトディグニティ,1,454,147,162.5,19.3,352,576,400,488,0,,,
プラチナフェアリー,0,592,154.5,175,19,449,473,438,488,0,,,
ヴァシリエフスキー,0,449,151.5,174,19.4,416,577,476,487,0,,,
グランパラディーゾ,0,492,153,171,19.1,385,577,464,487,0,,,
ナイトオブレディ,0,416,149.5,166.5,19.5,379,533,466,487,0,,,
ペリファーニア,0,518,152,178,19.6,476,494,496,487,0,,,
ヴァンガーズハート,1,514,153,174,20.9,455,494,510,487,0,,,
キュンメル,0,493,152.5,173,19.6,423,495,440,487,0,,,
ゲートウェイアーチ,1,543,153,171.5,20,437,474,426,487,0,,,
アンダープロット,1,475,156,174.5,20.2,439,534,498,486,0,,,
エルピーダ,0,520,157,176,20,431,534,412,486,0,,,
ミントマーク,1,540,155,174.5,20.4,444,494,470,486,0,,,
ルナステラ,0,542,152.5,177.5,19.4,432,473,436,486,0,,,
オールザゴー,1,501,155.5,169,20.4,413,577,478,486,0,,,
ヴァントシルム,1,471,153,166,19.5,399,495,482,486,0,,,
シンハラージャ,1,491,150,165,20.4,390,494,450,486,0,,,
リトルポピー,0,502,153,173,19.5,411,576,472,485,0,,,
アイヴォリードレス,0,440,148,167,19.1,405,576,446,485,0,,,
レシェルドランジュ,0,568,153,175,19,441,494,450,485,0,,,
クルスブランカ,0,583,161.5,178.5,20.6,480,494,480,485,0,,,
イペルラーニオ,1,542,158,171.5,20.5,442,494,486,485,0,,,
ロイガヴェーグル,1,410,153,168.5,20.6,391,576,436,484,0,,,
トラマンダーレ,1,439,150,166,19.7,389,533,494,484,0,,,
カルトゥーシュ,1,486,157.5,174,20.6,413,533,470,484,0,,,
フランクスピード,0,576,152.5,171.5,19.7,424,495,434,484,0,,,
タッチングムービー,1,459,154.5,172.5,20.6,454,494,522,484,0,,,
ラッフルズドリーム,0,475,154.5,173.5,19.4,412,577,464,483,0,,,
サスティーン,0,442,150,164,19.3,379,533,468,483,0,,,
セツゲツフウカ,0,501,149,171.5,20.4,426,495,424,483,0,,,
バインドウィード,0,493,154,170,19.5,439,494,444,483,0,,,
スターオブエイジア,0,483,153,173,20,418,495,474,483,0,,,
エルカスティージョ,0,480,152,170,19.2,438,495,454,483,0,,,
ポジティブスタンド,1,432,149.5,170.5,19.8,391,576,472,483,0,,,
ヴァイスカイザー,1,393,148.5,163,20,368,576,464,483,0,,,
パブロ,1,504,152,174,19.8,424,473,462,483,0,,,
ロフティーピーク,0,464,150.5,174.5,19.2,428,576,486,482,0,,,
ローガンパス,1,532,155.5,174,20,459,533,490,482,0,,,
ガルフォート,1,502,151.5,172.5,20,410,495,444,482,0,,,
ペルスネージュ,0,462,151,170.5,19.1,394,495,452,482,0,,,
ルバクオーリ,1,458,152,167.5,20.8,371,576,450,482,0,,,
イレーヌ,0,437,151.5,165,19.7,373,576,424,482,0,,,
ロッテンマイヤー,0,541,156,179,19.5,472,473,466,482,0,,,
ディアコニア,0,450,152.5,174,20.1,390,576,452,481,0,,,
フォルステライト,0,422,151.5,172,20.3,376,576,424,481,0,,,
ジャンカルド,1,450,151,172.5,20.5,418,577,490,481,0,,,
フレジエ,0,513,155,172,18.4,390,533,418,481,0,,,
エールデュレーヴ,0,466,152,170,18.9,388,494,434,481,0,,,
メディアルナ,0,544,154,169.5,18.8,407,494,442,481,0,,,
レコレータ,0,465,153,171,18.7,437,577,468,480,0,,,
ミエリ,0,517,147.5,170,18.8,372,534,388,480,0,,,
エクスインパクト,1,492,156,172.5,20.1,407,534,474,480,0,,,
ノヴィアル,0,563,149,170.5,19.1,423,494,434,480,0,,,
ブロードリーチ,0,468,158.5,174,21,410,494,420,480,0,,,
モーリーファ,0,598,149,180,19.6,447,474,468,480,0,,,
チャカレーラ,0,607,156.5,180.5,19.5,456,474,468,480,0,,,
キープスマイリング,0,572,163,182,21.8,512,494,528,479,0,,,
ブラックルチル,1,558,156.5,177,20,442,494,492,479,0,,,
アングレーム,0,530,153,184.5,19.4,421,494,438,479,0,,,
ムーヴザワールド,1,452,157.5,177,21.4,441,577,508,479,0,,,
スターヴォヤージ,0,552,152,172.5,19,420,473,430,479,0,,,
アイスフォーゲル,0,453,155,172,20.1,426,576,492,478,0,,,
メイデンタワー,0,417,150.5,173,19.5,408,576,448,478,0,,,
カーペンタリア,0,422,154,169,18.9,408,533,494,478,0,,,
リュケイオン,1,544,150.5,176,20,418,494,438,478,0,,,
コットンボウル,1,472,156,173,20.5,427,577,476,478,0,,,
ムーランジュビリー,0,480,148.5,172,18.7,403,494,454,478,0,,,
ジャンドル,1,393,154,168,19.9,413,576,496,477,0,,,
ベルシャンブル,0,463,150.5,171.5,19.8,403,533,472,477,0,,,
ヴァーダイト,1,553,162,172,21,429,494,486,477,0,,,
グロオルロージュ,1,529,150,171,20,436,494,450,477,0,,,
ラヴィアンレーヴ,1,507,153,170,21,406,494,450,477,0,,,
アレイオブサン,1,564,155,179.5,20.1,438,473,434,477,0,,,
マルチライセンス,1,439,147.5,167,19.5,396,576,454,476,0,,,
ディオスバリエンテ,1,532,153.5,172,20.7,429,495,466,476,0,,,
インテルメディオ,1,504,156.5,175,20.2,480,533,526,475,0,,,
ピアチェーレ,0,528,150.5,173,19,407,495,442,475,0,,,
ルガールカルム,0,486,151.5,169.5,20.1,416,576,456,475,0,,,
ベスビアナイト,1,494,153,175,20.5,449,576,514,474,0,,,
トップライセンス,0,478,150,173,19,440,576,464,474,0,,,
セレンゲティ,0,459,154,171.5,21,407,577,444,474,0,,,
レーヴドモンド,0,443,144,167,19.6,363,577,424,474,0,,,
ヴィクトワールバゴ,1,536,154,171,20.2,432,534,462,474,0,,,
クァンタムリープ,1,447,150.5,172,20.2,430,533,470,474,0,,,
スカイグルーヴ,0,540,152.5,181,20,456,533,430,474,0,,,
グラニーズチップス,0,528,160,176.5,20.8,454,495,476,474,0,,,
チャビアール,1,472,153,176,20,419,576,474,474,0,,,
キングカヌヌ,1,399,152,164.5,20,378,576,490,474,0,,,
